repo_url,commit_hash,model_file_path,serialization_format,message,author,date,is_in_commit,elapsed_days,change_status
classla/xlm-roberta-base-multilingual-text-genre-classifier,13bdbf08864b614985d3a395daacd9b6b74a88d2,classla/xlm-roberta-base-multilingual-text-genre-classifier/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (5e4cb395acf524098c5129a0c29c76f8a889cc35)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Taja Kuzman,2023-03-17 04:10:20,True,176,+
aari1995/German_Semantic_STS_V2,bed2b10f31256a439f7a873d9d3171180b9f44a2,aari1995/German_Semantic_STS_V2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#5)


- Adding `safetensors` variant of this model (6d43f8bb60ba15f794133eaf962057b9972f31a3)",Aaron Chibb,2023-06-05 13:34:01,True,256,+
Dizex/InstaFoodRoBERTa-NER,bcd71e18bb25a21e9e4b8ea03bee2aa961adbe0b,Dizex/InstaFoodRoBERTa-NER/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (28d7cc7c44a813604cc79c8f5a12c22633d97e0e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Matthias Egli,2023-04-19 13:37:19,True,209,+
stjiris/bert-large-portuguese-cased-legal-mlm-sts-v1.0,6e3de0a06f657b3e2921eb238ce02b904e33e7ff,stjiris/bert-large-portuguese-cased-legal-mlm-sts-v1.0/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (d0899d9a3d8646530858683d0dc199d242d8c64d)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Rui Melo,2024-12-13 17:22:45,True,813,+
mattmdjaga/segformer_b2_clothes,257c7639bb409e6907d8431418017bb9574b5127,mattmdjaga/segformer_b2_clothes/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b5d9ae18d77244a2b56d29d46a775f2e9389f5c6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Mateusz Dziemian,2023-03-24 15:33:29,True,183,+
alexandrainst/scandi-nli-small,0bf51354e539148f6aa0b24ea88d7fc21d967649,alexandrainst/scandi-nli-small/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c22c60695b2d5d05e07ce2e9c2a2fe194400f945)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Dan Saattrup Nielsen,2023-06-24 15:27:26,True,275,+
vinesmsuic/bg-visualnovel-v03,4fe98d1d8d6b0b518fe40023e1c5c06e171edaa6,vinesmsuic/bg-visualnovel-v03/safety_checker/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4f788c6396e36b5b3b01b7449d1808f0d2f5cd23)


Co-authored-by: mat <squidWorm@users.noreply.huggingface.co>",Max Ku,2024-03-17 10:20:51,True,542,+
vinesmsuic/bg-visualnovel-v03,4fe98d1d8d6b0b518fe40023e1c5c06e171edaa6,vinesmsuic/bg-visualnovel-v03/text_encoder/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4f788c6396e36b5b3b01b7449d1808f0d2f5cd23)


Co-authored-by: mat <squidWorm@users.noreply.huggingface.co>",Max Ku,2024-03-17 10:20:51,True,542,+
vinesmsuic/bg-visualnovel-v03,4fe98d1d8d6b0b518fe40023e1c5c06e171edaa6,vinesmsuic/bg-visualnovel-v03/unet/diffusion_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4f788c6396e36b5b3b01b7449d1808f0d2f5cd23)


Co-authored-by: mat <squidWorm@users.noreply.huggingface.co>",Max Ku,2024-03-17 10:20:51,True,542,+
vinesmsuic/bg-visualnovel-v03,4fe98d1d8d6b0b518fe40023e1c5c06e171edaa6,vinesmsuic/bg-visualnovel-v03/vae/diffusion_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#6)


- Adding `safetensors` variant of this model (4f788c6396e36b5b3b01b7449d1808f0d2f5cd23)


Co-authored-by: mat <squidWorm@users.noreply.huggingface.co>",Max Ku,2024-03-17 10:20:51,True,542,+
maastrichtlawtech/legal-camembert-base,3375a8f6802ac5d6bad97149975e8beed590f693,maastrichtlawtech/legal-camembert-base/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e69e63508a72eb5f95776b1923ec70bdc1c4466b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Antoine Louis,2023-04-15 08:09:25,True,205,+
rcds/distilbert-SBD-it-laws,0afc3b378c19b08b4ae63acdd7705ceeaffc8810,rcds/distilbert-SBD-it-laws/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (68e8d7e70d3cf8ea6bfcb82bed695512e75a0ce2)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Tobias Brugger,2024-12-12 08:28:39,True,812,+
AI-Sweden-Models/gpt-sw3-1.3b,f16519455a1fa2129ac308c3ae1bbdcfd6c33633,AI-Sweden-Models/gpt-sw3-1.3b/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (9850f6cf7e6495aa9db16d14afe2968e339a3784)


Co-authored-by: Dan Saattrup Nielsen <saattrupdan@users.noreply.huggingface.co>",Ariel Ekgren,2023-09-20 06:55:41,True,363,+
AI-Sweden-Models/gpt-sw3-6.7b,8eea754e50171a7d53d7cd6fbb3f0f7bf763da0f,AI-Sweden-Models/gpt-sw3-6.7b/model-00001-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (28b983bf9aaf13d796168abc94fa1986077450e3)


Co-authored-by: Dan Saattrup Nielsen <saattrupdan@users.noreply.huggingface.co>",Ariel Ekgren,2023-09-20 06:55:37,True,363,+
AI-Sweden-Models/gpt-sw3-6.7b,8eea754e50171a7d53d7cd6fbb3f0f7bf763da0f,AI-Sweden-Models/gpt-sw3-6.7b/model-00002-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (28b983bf9aaf13d796168abc94fa1986077450e3)


Co-authored-by: Dan Saattrup Nielsen <saattrupdan@users.noreply.huggingface.co>",Ariel Ekgren,2023-09-20 06:55:37,True,363,+
AI-Sweden-Models/gpt-sw3-6.7b,8eea754e50171a7d53d7cd6fbb3f0f7bf763da0f,AI-Sweden-Models/gpt-sw3-6.7b/model-00003-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (28b983bf9aaf13d796168abc94fa1986077450e3)


Co-authored-by: Dan Saattrup Nielsen <saattrupdan@users.noreply.huggingface.co>",Ariel Ekgren,2023-09-20 06:55:37,True,363,+
rafalposwiata/deproberta-large-depression,8140a26595fd161132a2fbaef0fbd0b655d5e9ab,rafalposwiata/deproberta-large-depression/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (145c69e1ea926a9003544d3bbdd91971cf38dae4)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Rafał Poświata,2024-01-04 02:27:01,True,469,+
microsoft/git-base-msrvtt-qa,63507860e967eb797703eb473d51166db176c63d,microsoft/git-base-msrvtt-qa/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ed6f664622e348b8c08ef4be65fdf37617bf901f)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-04-04 03:37:26,True,560,+
lucky-verma/donut-demo,21a7ca8ad3ffcd777cc76bc2fc299930eec38177,lucky-verma/donut-demo/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (b8b53d7d21c26ff24d93617a97307f58347506f9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lucky Verma,2024-11-07 14:39:13,True,777,+
omzn/facemark_detection,1398879edfd16835313c51de16468af03e209905,omzn/facemark_detection/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (8fb5d8f2a2105955884238e13d98f2f7763791b8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Osamu Mizuno,2023-05-10 10:51:31,True,230,+
sileod/deberta-v3-base-tasksource-nli,5bcc81534db9f7e1cb840aa9b156040111874642,sileod/deberta-v3-base-tasksource-nli/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (db01e161cd67722538c0e2d574147971554900f3)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Damien Sileo,2023-03-16 18:42:38,True,175,+
GateNLP/covid-vaccine-twitter-bert,d946bda554aeb6f477684b092fc373a6d9a3fe3b,GateNLP/covid-vaccine-twitter-bert/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (2b136e4b6ab3bd37f758b7b56c1c51549dd8bc85)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Yida Mu,2024-11-06 09:18:18,True,776,+
DReAMy-lib/bert-base-cased-DreamBank-emotion-presence,302196dad5648c1a28d70de3055373ef11975f04,DReAMy-lib/bert-base-cased-DreamBank-emotion-presence/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (de8ec616c00b999132273f92b8b392b39f723941)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lorenzo Bertolini,2024-10-25 02:45:29,True,764,+
juierror/flan-t5-text2sql-with-schema,08236376ea4e04ca713e395f90acaa9e2df62d0a,juierror/flan-t5-text2sql-with-schema/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#15)


- Adding `safetensors` variant of this model (5b44bcf21ed0073162936a9b9b31721b7c0ee674)


Co-authored-by: Ingrid <ingride@users.noreply.huggingface.co>",Siwa Boonpunmongkol,2024-04-25 02:17:31,True,581,+
pszemraj/electra-small-discriminator-CoLA,33659c5470d788fdf181c9d959b9ca89d2f0564d,pszemraj/electra-small-discriminator-CoLA/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (cc8ecd0dc935d39a6f9efcb50d96091e1f28cd51)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Peter Szemraj,2024-11-11 23:13:27,True,781,+
jozhang97/deta-swin-large,dbd8000c698ff3a3124c3ffdc7b2ba7fc46b1bbc,jozhang97/deta-swin-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (488320db36aec637d6fd7f61450167ab9cf77482)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2023-09-06 12:00:01,True,349,+
markusbayer/CySecBERT,c9e04e355a2bc0690b6e55833a9895d7591afcd0,markusbayer/CySecBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (80bd051c5d1ee4f946b30fe3c83c1d797c84ab05)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Markus Bayer,2024-10-28 05:15:07,True,767,+
uitnlp/CafeBERT,347809c36549a05674e64782ed24420c9ab28ba6,uitnlp/CafeBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4fecf6983c8186bdf9e31339c2f812c49f0a6185)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Phong Nguyen-Thuan Do,2024-12-10 02:48:18,True,810,+
yujiepan/bert-base-uncased-sst2-NNCF-unstructured-sparse-80,23910923df676f9bb8fe8f883e154eff3c114eff,yujiepan/bert-base-uncased-sst2-NNCF-unstructured-sparse-80/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4172dbc28168af63fe509d4e23713ee85e1b77eb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",yujiepan,2024-11-12 11:37:56,True,782,+
Salesforce/blip2-flan-t5-xl-coco,c58d19751a8039a7e5ca4ba08ad3a5ad3740f266,Salesforce/blip2-flan-t5-xl-coco/model-00001-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (1d938b9e67b814b55e8ab891b13ee26a10e87472)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-27 17:53:26,True,552,+
Salesforce/blip2-flan-t5-xl-coco,c58d19751a8039a7e5ca4ba08ad3a5ad3740f266,Salesforce/blip2-flan-t5-xl-coco/model-00002-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (1d938b9e67b814b55e8ab891b13ee26a10e87472)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Niels Rogge,2024-03-27 17:53:26,True,552,+
EleutherAI/pythia-160m-seed2,ae2fce2e0996b4f220137686990c8bf1ddc0ed24,EleutherAI/pythia-160m-seed2/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ed2e4249b38e0f5bc75955f4f1150a2992910e35)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Oskar van der Wal,2024-01-04 08:21:13,True,469,+
facebook/convnextv2-tiny-1k-224,3f533b966e3fa5362839d05a5955749c502c24f8,facebook/convnextv2-tiny-1k-224/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (d7920296b6436664f70d157cc83fb1b34560b565)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lysandre,2023-11-28 04:42:05,True,432,+
LLukas22/all-mpnet-base-v2-embedding-all,e6185641f77a0b5dec874243e2d9e2c3d31da50d,LLukas22/all-mpnet-base-v2-embedding-all/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (12e340568824c76d0f4b1e99b3a69f0543ba3dab)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Lukas Kreussel,2024-11-08 04:36:22,True,778,+
tum-nlp/Deberta_Human_Value_Detector,0122f929db233858db5bf5ee5f85dd29fe2fdaf9,tum-nlp/Deberta_Human_Value_Detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0de6fe3c745e1cc9fdec4c2d05a9226d8c5546ef)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Daniel Schroter,2023-11-16 03:35:50,True,420,+
SAVSNET/PetBERT,d51038dd9828abbcef1469c3c7753b53c57f5001,SAVSNET/PetBERT/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (49a9a1c8ed3f5b0d259ec174b61fb41022d43beb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Sean Farrell,2024-11-14 10:52:59,True,784,+
stjiris/bert-large-portuguese-cased-legal-tsdae-gpl-nli-sts-MetaKD-v1,2688abfb92c19f4641869a876dd3904eb20f94c2,stjiris/bert-large-portuguese-cased-legal-tsdae-gpl-nli-sts-MetaKD-v1/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (4d68a6308555577e7de0f0a34e753f04d054df8c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Rui Melo,2024-10-25 08:50:59,True,764,+
trl-internal-testing/tiny-random-LlamaForCausalLM,a2230a9caaf8ae26dca7b7bca430ae036f6c6a6b,trl-internal-testing/tiny-random-LlamaForCausalLM/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a87e0f0d3af2f9b24ecc9f32f2d6e7ae2245097c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Younes Belkada,2024-04-10 08:26:55,True,566,+
medalpaca/medalpaca-7b,fbb41b75d5a46ba405d496db1083a6f1d3df72a2,medalpaca/medalpaca-7b/model-00001-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#8)


- Adding `safetensors` variant of this model (d2b00e939998176f0f817aa83d59f2d74ff9e57e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Keno Bressem,2024-04-02 04:34:54,True,558,+
medalpaca/medalpaca-7b,fbb41b75d5a46ba405d496db1083a6f1d3df72a2,medalpaca/medalpaca-7b/model-00002-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#8)


- Adding `safetensors` variant of this model (d2b00e939998176f0f817aa83d59f2d74ff9e57e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Keno Bressem,2024-04-02 04:34:54,True,558,+
medalpaca/medalpaca-7b,fbb41b75d5a46ba405d496db1083a6f1d3df72a2,medalpaca/medalpaca-7b/model-00003-of-00003.safetensors,safetensors,"Adding `safetensors` variant of this model (#8)


- Adding `safetensors` variant of this model (d2b00e939998176f0f817aa83d59f2d74ff9e57e)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Keno Bressem,2024-04-02 04:34:54,True,558,+
tomaarsen/span-marker-roberta-large-fewnerd-fine-super,6b10a6ae5b2f2cec16e83934904982d084ff94d2,tomaarsen/span-marker-roberta-large-fewnerd-fine-super/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e0adf3f4269a3ed8fd4032c2ee05a32360775462)",Tom Aarsen,2023-06-16 02:37:29,True,267,+
jinymusim/gpt-czech-poet,1f7ea9c2ac98a079e9ce7a04532e42d70d5a3b4f,jinymusim/gpt-czech-poet/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (2f35ff92482e47f9bee26420fa291aad1d74a54c)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Michal Chudoba,2023-11-19 10:43:25,True,423,+
jinymusim/gpt-czech-poet,8bee7ff42ea6edb27a196d8ac0cbb60aef9399c5,jinymusim/gpt-czech-poet/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (137eee8c5abf71a32a9472e791dee12911f90ffb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Michal Chudoba,2023-07-05 17:14:51,True,286,+
boumehdi/wav2vec2-large-xlsr-moroccan-darija,d6d8ce1e4e61e42f0033eeb17fd4ce8a557c1497,boumehdi/wav2vec2-large-xlsr-moroccan-darija/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c31c5661d22244d1c49a19cf2c7d71a76b099722)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",ahmed Boumehdi,2023-04-23 08:40:14,True,213,+
minlik/chinese-llama-7b-merged,dab4ad1b1bad1b5cac29868b251f5c71d37efe8f,minlik/chinese-llama-7b-merged/model-00001-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (250fa7f9ac6906a1d653d7292c1217d3948ee291)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",kuan li,2024-03-28 02:00:19,True,553,+
minlik/chinese-llama-7b-merged,dab4ad1b1bad1b5cac29868b251f5c71d37efe8f,minlik/chinese-llama-7b-merged/model-00002-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (250fa7f9ac6906a1d653d7292c1217d3948ee291)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",kuan li,2024-03-28 02:00:19,True,553,+
akoksal/LongForm-OPT-2.7B,0b718d9e7767cf2279f7c8c72bf78d91b727eeb5,akoksal/LongForm-OPT-2.7B/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ed06f67ff43fa9c67cefe106cc60692e446cf37b)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Abdullatif Koksal,2023-04-18 17:36:30,True,208,+
kz-transformers/kaz-roberta-conversational,b61e28b0a739ffdf7ff17e6d9c8047a509595b0a,kz-transformers/kaz-roberta-conversational/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (ca7ffe2b3e7a5266bdf0f6c12a81c1297aa2d6e9)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Kaz-Transformers,2023-06-14 06:22:12,True,265,+
cisco-ai/mini-bart-g2p,849eb3633bbc529f09ad7c6f1ed0b046dcb45155,cisco-ai/mini-bart-g2p/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (ea2b095fefb58f8172d1584eef7bdd901324f7b6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Vinay Damodaran,2024-02-05 02:28:58,True,501,+
osiria/blaze-it-ner,3d4fcc68e13c0921c3bf454cbaf8869152362e4c,osiria/blaze-it-ner/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (a883d6aa1086f2ef0733378caa5eacd60ca63954)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",osiria,2024-12-16 18:21:17,True,816,+
andreas122001/roberta-academic-detector,115ff9dfa408188354a152a46c4808c16385ecf5,andreas122001/roberta-academic-detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (0a7b57b5b18513f0dea282e1739dc1fc739196a6)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Andreas Bentzen Winje,2023-07-03 06:07:10,True,284,+
andreas122001/roberta-wiki-detector,27109b5dad080e0757a0c03d8e170a4b961792a5,andreas122001/roberta-wiki-detector/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (e72706ab67addc647cf53a5645c65b5c711a50cb)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Andreas Bentzen Winje,2023-07-03 06:05:23,True,284,+
stablediffusionapi/anime-diffusion,ec3cc5bda239ca5e6ce79480f1a7f6aa0f93a343,stablediffusionapi/anime-diffusion/safety_checker/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be8ed32d0f48ed00af999f6abcc1eebdec8b2207)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-01-16 04:30:32,True,481,+
stablediffusionapi/anime-diffusion,ec3cc5bda239ca5e6ce79480f1a7f6aa0f93a343,stablediffusionapi/anime-diffusion/text_encoder/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be8ed32d0f48ed00af999f6abcc1eebdec8b2207)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-01-16 04:30:32,True,481,+
stablediffusionapi/anime-diffusion,ec3cc5bda239ca5e6ce79480f1a7f6aa0f93a343,stablediffusionapi/anime-diffusion/unet/diffusion_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be8ed32d0f48ed00af999f6abcc1eebdec8b2207)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-01-16 04:30:32,True,481,+
stablediffusionapi/anime-diffusion,ec3cc5bda239ca5e6ce79480f1a7f6aa0f93a343,stablediffusionapi/anime-diffusion/vae/diffusion_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be8ed32d0f48ed00af999f6abcc1eebdec8b2207)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-01-16 04:30:32,True,481,+
ltg/flan-t5-definition-en-large,78c9c93069943276fc4fb5226a1baa35b4eed33e,ltg/flan-t5-definition-en-large/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (3002ab1f542acc7566866929e6407afb7189d7ad)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>","Language Technology Group, University of Oslo, Norway",2023-07-03 12:05:25,True,284,+
osiria/deberta-base-italian-uncased-ner,b146d56581e4dec10ac258152d3f915026e392ea,osiria/deberta-base-italian-uncased-ner/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (f3c5b0ee31b588015168c96479f8a8b9e6e9bc90)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",osiria,2024-12-14 09:47:44,True,814,+
stablediffusionapi/disney-pixal-cartoon,2354a1597255b1e843f8a9280d9b01c2b463f559,stablediffusionapi/disney-pixal-cartoon/safety_checker/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be3e22ba65ec513b02e97bf50663e69fa5dfc9ee)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-04-16 23:31:30,True,572,+
stablediffusionapi/disney-pixal-cartoon,2354a1597255b1e843f8a9280d9b01c2b463f559,stablediffusionapi/disney-pixal-cartoon/text_encoder/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be3e22ba65ec513b02e97bf50663e69fa5dfc9ee)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-04-16 23:31:30,True,572,+
stablediffusionapi/disney-pixal-cartoon,2354a1597255b1e843f8a9280d9b01c2b463f559,stablediffusionapi/disney-pixal-cartoon/unet/diffusion_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be3e22ba65ec513b02e97bf50663e69fa5dfc9ee)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-04-16 23:31:30,True,572,+
stablediffusionapi/disney-pixal-cartoon,2354a1597255b1e843f8a9280d9b01c2b463f559,stablediffusionapi/disney-pixal-cartoon/vae/diffusion_pytorch_model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (be3e22ba65ec513b02e97bf50663e69fa5dfc9ee)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Adhik Joshi,2024-04-16 23:31:30,True,572,+
IIC/BETO_Galen-caresA,2144fa85443d5ec6ba68315a8e3bb6dfe07e7906,IIC/BETO_Galen-caresA/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (db69a110263e61e28abdb0b6dadd448bfbecda68)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Guillem G. Subies,2023-08-02 02:23:15,True,314,+
IIC/xlm-roberta-large-distemist,31b4d8bcfd234156a0b73a4bdbe4c53b5e66e7d2,IIC/xlm-roberta-large-distemist/model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (c69eba8a1e9a35489af5a1d5fe046399ad992e40)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Guillem G. Subies,2023-09-14 03:12:01,True,357,+
